MESO_,codigo,MES,ANO,PRECIPITACAO
Sertão Pernambucano,15-2,7,17-18,"74,3214"
Sertão Pernambucano,16-2,7,17-18,"87,8446"
Fora do Estado,17-2,7,17-18,"92,0041"
Fora do Estado,18-2,7,17-18,"92,9028"
Fora do Estado,20-2,7,17-18,"121,1298"
Fora do Estado,21-2,7,17-18,"145,3649"
Fora do Estado,22-2,7,17-18,"190,6284"
Fora do Estado,23-2,7,17-18,"221,8867"
Mata Pernambucana,24-2,7,17-18,"259,6506"
Mata Pernambucana,25-2,7,17-18,"278,9960"
Mata Pernambucana,26-2,7,17-18,"311,4948"
Fora do Estado,2-3,7,17-18,"6,2978"
Fora do Estado,3-3,7,17-18,"7,3810"
Sertão Pernambucano,4-3,7,17-18,"10,8702"
Sertão Pernambucano,6-3,7,17-18,"16,1331"
Sertão Pernambucano,7-3,7,17-18,"21,9587"
Sertão Pernambucano,8-3,7,17-18,"28,6476"
Sertão Pernambucano,9-3,7,17-18,"37,5582"
Sertão Pernambucano,10-3,7,17-18,"46,0931"
Sertão Pernambucano,11-3,7,17-18,"54,8058"
Sertão Pernambucano,12-3,7,17-18,"66,5287"
Sertão Pernambucano,13-3,7,17-18,"71,6548"
Sertão Pernambucano,14-3,7,17-18,"76,4602"
Sertão Pernambucano,15-3,7,17-18,"80,1857"
Sertão Pernambucano,16-3,7,17-18,"93,0462"
Fora do Estado,17-3,7,17-18,"102,2409"
Fora do Estado,18-3,7,17-18,"103,0850"
Agreste Pernambucano,21-3,7,17-18,"163,3260"
Agreste Pernambucano,22-3,7,17-18,"201,5770"
Agreste Pernambucano,23-3,7,17-18,"233,9511"
Agreste Pernambucano,24-3,7,17-18,"266,5582"
Mata Pernambucana,25-3,7,17-18,"282,7729"
Metropolitana do Recife,26-3,7,17-18,"290,2938"
Fora do Estado,1-4,7,17-18,"5,9165"
Fora do Estado,2-4,7,17-18,"6,6731"
Fora do Estado,3-4,7,17-18,"8,4256"
Sertão Pernambucano,4-4,7,17-18,"10,0685"
Sertão Pernambucano,5-4,7,17-18,"11,6184"
Sertão Pernambucano,7-4,7,17-18,"19,3127"
São Francisco Pernambucano,8-4,7,17-18,"31,7948"
Sertão Pernambucano,9-4,7,17-18,"39,9639"
Sertão Pernambucano,10-4,7,17-18,"51,7182"
Sertão Pernambucano,11-4,7,17-18,"58,3857"
Sertão Pernambucano,12-4,7,17-18,"72,2656"
Sertão Pernambucano,13-4,7,17-18,"77,2805"
Sertão Pernambucano,14-4,7,17-18,"80,3482"
Sertão Pernambucano,15-4,7,17-18,"102,3842"
Sertão Pernambucano,16-4,7,17-18,"107,2820"
Fora do Estado,17-4,7,17-18,"106,4236"
Fora do Estado,18-4,7,17-18,"126,4542"
Agreste Pernambucano,20-4,7,17-18,"161,4735"
Agreste Pernambucano,21-4,7,17-18,"186,3970"
Agreste Pernambucano,22-4,7,17-18,"220,2189"
Agreste Pernambucano,23-4,7,17-18,"267,3406"
Mata Pernambucana,24-4,7,17-18,"279,4811"
Metropolitana do Recife,25-4,7,17-18,"301,1347"
Fora do Estado,26-4,7,17-18,"333,9871"
Fora do Estado,1-5,7,17-18,"4,4678"
São Francisco Pernambucano,2-5,7,17-18,"6,5629"
São Francisco Pernambucano,3-5,7,17-18,"8,0188"
Sertão Pernambucano,4-5,7,17-18,"9,9697"
São Francisco Pernambucano,5-5,7,17-18,"12,4192"
São Francisco Pernambucano,6-5,7,17-18,"16,5847"
São Francisco Pernambucano,7-5,7,17-18,"20,1324"
São Francisco Pernambucano,8-5,7,17-18,"31,2021"
São Francisco Pernambucano,9-5,7,17-18,"40,2202"
São Francisco Pernambucano,10-5,7,17-18,"51,7813"
São Francisco Pernambucano,11-5,7,17-18,"62,2321"
São Francisco Pernambucano,12-5,7,17-18,"74,4404"
Sertão Pernambucano,13-5,7,17-18,"81,0870"
Sertão Pernambucano,14-5,7,17-18,"94,8579"
Sertão Pernambucano,15-5,7,17-18,"99,9224"
Sertão Pernambucano,16-5,7,17-18,"111,7264"
Sertão Pernambucano,17-5,7,17-18,"118,3172"
Agreste Pernambucano,18-5,7,17-18,"141,3606"
Agreste Pernambucano,20-5,7,17-18,"171,9112"
Agreste Pernambucano,22-5,7,17-18,"227,4697"
Agreste Pernambucano,23-5,7,17-18,"265,7123"
Mata Pernambucana,24-5,7,17-18,"288,0889"
Metropolitana do Recife,25-5,7,17-18,"311,8666"
Fora do Estado,26-5,7,17-18,"302,1333"
São Francisco Pernambucano,1-6,7,17-18,"5,3050"
São Francisco Pernambucano,2-6,7,17-18,"9,6252"
São Francisco Pernambucano,4-6,7,17-18,"10,1600"
São Francisco Pernambucano,5-6,7,17-18,"14,3900"
São Francisco Pernambucano,7-6,7,17-18,"25,5903"
Fora do Estado,8-6,7,17-18,"29,6418"
São Francisco Pernambucano,9-6,7,17-18,"47,1272"
São Francisco Pernambucano,10-6,7,17-18,"56,7990"
São Francisco Pernambucano,11-6,7,17-18,"66,1661"
São Francisco Pernambucano,12-6,7,17-18,"83,4294"
Sertão Pernambucano,14-6,7,17-18,"102,6448"
Sertão Pernambucano,15-6,7,17-18,"111,9179"
Agreste Pernambucano,16-6,7,17-18,"132,5548"
Agreste Pernambucano,17-6,7,17-18,"137,4662"
Agreste Pernambucano,19-6,7,17-18,"168,5827"
Agreste Pernambucano,20-6,7,17-18,"196,8095"
Mata Pernambucana,23-6,7,17-18,"277,3047"
Mata Pernambucana,24-6,7,17-18,"300,5949"
Fora do Estado,26-6,7,17-18,"81,7786"
Fora do Estado,1-7,7,17-18,"6,3530"
São Francisco Pernambucano,3-7,7,17-18,"10,8550"
São Francisco Pernambucano,5-7,7,17-18,"15,7864"
Fora do Estado,6-7,7,17-18,"22,5620"
Fora do Estado,8-7,7,17-18,"32,9961"
Fora do Estado,9-7,7,17-18,"41,6894"
Fora do Estado,10-7,7,17-18,"65,4142"
São Francisco Pernambucano,11-7,7,17-18,"90,9461"
São Francisco Pernambucano,13-7,7,17-18,"96,7637"
Sertão Pernambucano,14-7,7,17-18,"105,4333"
Sertão Pernambucano,15-7,7,17-18,"120,0517"
Agreste Pernambucano,19-7,7,17-18,"184,0070"
Agreste Pernambucano,20-7,7,17-18,"208,0754"
Agreste Pernambucano,21-7,7,17-18,"226,0583"
Mata Pernambucana,23-7,7,17-18,"282,0782"
Fora do Estado,24-7,7,17-18,"302,8057"
Fora do Estado,25-7,7,17-18,"318,4227"
Fora do Estado,1-8,7,17-18,"5,2878"
Fora do Estado,2-8,7,17-18,"8,7078"
São Francisco Pernambucano,3-8,7,17-18,"9,7324"
São Francisco Pernambucano,4-8,7,17-18,"14,3925"
Fora do Estado,5-8,7,17-18,"20,6076"
Fora do Estado,6-8,7,17-18,"24,6678"
Fora do Estado,7-8,7,17-18,"30,3372"
Fora do Estado,8-8,7,17-18,"39,3327"
Fora do Estado,9-8,7,17-18,"52,1373"
Fora do Estado,10-8,7,17-18,"62,8417"
Fora do Estado,11-8,7,17-18,"86,0210"
Fora do Estado,12-8,7,17-18,"89,8077"
Fora do Estado,14-8,7,17-18,"126,6646"
Fora do Estado,15-8,7,17-18,"137,2948"
Agreste Pernambucano,20-8,7,17-18,"229,1355"
Fora do Estado,21-8,7,17-18,"249,1606"
Fora do Estado,23-8,7,17-18,"293,4842"
Fora do Estado,24-8,7,17-18,"296,0418"
Fora do Estado,25-8,7,17-18,"39,2989"
Fora do Estado,26-8,7,17-18,"75,7416"
Fora do Estado,1-9,7,17-18,"12,6064"
Fora do Estado,2-9,7,17-18,"42,1195"
São Francisco Pernambucano,3-9,7,17-18,"12,5610"
Fora do Estado,7-9,7,17-18,"27,7009"
Fora do Estado,8-9,7,17-18,"35,6157"
Fora do Estado,11-9,7,17-18,"75,4980"
Fora do Estado,13-9,7,17-18,"111,8757"
Fora do Estado,14-9,7,17-18,"125,9856"
Fora do Estado,15-9,7,17-18,"145,7970"
Fora do Estado,18-9,7,17-18,"200,8462"
Fora do Estado,19-9,7,17-18,"225,9850"
Fora do Estado,20-9,7,17-18,"248,0318"
Fora do Estado,21-9,7,17-18,"263,5265"
Fora do Estado,23-9,7,17-18,"298,7233"
Fora do Estado,24-9,7,17-18,"281,4019"
Fora do Estado,25-9,7,17-18,"49,7590"
Fora do Estado,26-9,7,17-18,"91,8480"
Fora do Estado,3-1,7,17-18,"5,5358"
Sertão Pernambucano,4-1,7,17-18,"9,5115"
Agreste Pernambucano,20-3,7,17-18,"140,1205"
Fora do Estado,19-2,7,17-18,"91,8434"
Fora do Estado,19-3,7,17-18,"107,4608"
Agreste Pernambucano,19-4,7,17-18,"137,9760"
Agreste Pernambucano,19-5,7,17-18,"146,8379"
São Francisco Pernambucano,4-9,7,17-18,"20,9925"
Fora do Estado,5-9,7,17-18,"19,6678"
Fora do Estado,6-9,7,17-18,"30,4568"
Fora do Estado,9-9,7,17-18,"55,3574"
Fora do Estado,10-9,7,17-18,"64,3213"
Agreste Pernambucano,17-7,7,17-18,"145,5086"
Fora do Estado,16-8,7,17-18,"145,1488"
Fora do Estado,16-9,7,17-18,"158,2961"
Agreste Pernambucano,16-7,7,17-18,"139,0490"
Agreste Pernambucano,19-8,7,17-18,"201,2489"
Agreste Pernambucano,18-8,7,17-18,"191,6693"
Agreste Pernambucano,17-8,7,17-18,"165,1687"
Fora do Estado,17-9,7,17-18,"168,7051"
Agreste Pernambucano,18-6,7,17-18,"157,5907"
Agreste Pernambucano,18-7,7,17-18,"172,8719"
Agreste Pernambucano,21-5,7,17-18,"196,1345"
Agreste Pernambucano,21-6,7,17-18,"214,2716"
Agreste Pernambucano,22-6,7,17-18,"244,5079"
Fora do Estado,22-7,7,17-18,"256,9988"
Fora do Estado,22-8,7,17-18,"263,3282"
Fora do Estado,22-9,7,17-18,"280,7095"
Fora do Estado,2-2,7,17-18,"6,6171"
Fora do Estado,1-3,7,17-18,"6,9540"
Sertão Pernambucano,5-3,7,17-18,"12,9162"
Sertão Pernambucano,6-4,7,17-18,"15,7647"
São Francisco Pernambucano,3-6,7,17-18,"8,4713"
São Francisco Pernambucano,6-6,7,17-18,"20,1100"
São Francisco Pernambucano,13-6,7,17-18,"93,1042"
Mata Pernambucana,25-6,7,17-18,"318,4378"
São Francisco Pernambucano,4-7,7,17-18,"11,9150"
São Francisco Pernambucano,2-7,7,17-18,"9,3506"
Fora do Estado,7-7,7,17-18,"25,3372"
São Francisco Pernambucano,12-7,7,17-18,"96,4305"
Fora do Estado,26-7,7,17-18,"62,5611"
São Francisco Pernambucano,13-8,7,17-18,"113,5881"
Fora do Estado,12-9,7,17-18,"92,8931"
Fora do Estado,1-1,8,17-18,"1,1315"
Fora do Estado,2-1,8,17-18,"1,2920"
Fora do Estado,5-1,8,17-18,"1,8792"
Sertão Pernambucano,6-1,8,17-18,"2,0953"
Fora do Estado,7-1,8,17-18,"2,2539"
Fora do Estado,8-1,8,17-18,"2,4668"
Fora do Estado,9-1,8,17-18,"2,6681"
Fora do Estado,10-1,8,17-18,"3,1076"
Fora do Estado,11-1,8,17-18,"3,0079"
Fora do Estado,12-1,8,17-18,"3,0707"
Fora do Estado,13-1,8,17-18,"3,1298"
Fora do Estado,14-1,8,17-18,"3,5852"
Fora do Estado,15-1,8,17-18,"6,3216"
Sertão Pernambucano,16-1,8,17-18,"11,5054"
Sertão Pernambucano,17-1,8,17-18,"13,2205"
Fora do Estado,18-1,8,17-18,"5,2041"
Fora do Estado,19-1,8,17-18,"4,5778"
Fora do Estado,20-1,8,17-18,"6,6120"
Fora do Estado,21-1,8,17-18,"9,5938"
Fora do Estado,22-1,8,17-18,"14,8332"
Fora do Estado,23-1,8,17-18,"17,3154"
Fora do Estado,24-1,8,17-18,"22,7264"
Fora do Estado,25-1,8,17-18,"28,3968"
Fora do Estado,26-1,8,17-18,"37,0167"
Fora do Estado,1-2,8,17-18,"1,1128"
Sertão Pernambucano,3-2,8,17-18,"1,5995"
Sertão Pernambucano,4-2,8,17-18,"1,8760"
Sertão Pernambucano,5-2,8,17-18,"1,9217"
Sertão Pernambucano,6-2,8,17-18,"2,0235"
Sertão Pernambucano,7-2,8,17-18,"2,1200"
Sertão Pernambucano,8-2,8,17-18,"2,3764"
Fora do Estado,9-2,8,17-18,"2,6179"
Fora do Estado,10-2,8,17-18,"2,7994"
Fora do Estado,11-2,8,17-18,"2,9566"
Fora do Estado,12-2,8,17-18,"3,7609"
Fora do Estado,13-2,8,17-18,"4,0925"
Fora do Estado,14-2,8,17-18,"7,2474"
Sertão Pernambucano,15-2,8,17-18,"9,3477"
Sertão Pernambucano,16-2,8,17-18,"11,2611"
Fora do Estado,17-2,8,17-18,"12,7288"
Fora do Estado,18-2,8,17-18,"13,0088"
Fora do Estado,20-2,8,17-18,"16,3837"
Fora do Estado,21-2,8,17-18,"21,0240"
Fora do Estado,22-2,8,17-18,"24,0286"
Fora do Estado,23-2,8,17-18,"27,4952"
Mata Pernambucana,24-2,8,17-18,"33,8112"
Mata Pernambucana,25-2,8,17-18,"39,8996"
Mata Pernambucana,26-2,8,17-18,"52,7052"
Fora do Estado,2-3,8,17-18,"1,3383"
Fora do Estado,3-3,8,17-18,"1,6319"
Sertão Pernambucano,4-3,8,17-18,"2,0288"
Sertão Pernambucano,6-3,8,17-18,"2,0410"
Sertão Pernambucano,7-3,8,17-18,"2,1944"
Sertão Pernambucano,8-3,8,17-18,"2,7684"
Sertão Pernambucano,9-3,8,17-18,"2,5954"
Sertão Pernambucano,10-3,8,17-18,"3,0293"
Sertão Pernambucano,11-3,8,17-18,"3,5467"
Sertão Pernambucano,12-3,8,17-18,"4,6160"
Sertão Pernambucano,13-3,8,17-18,"6,5577"
Sertão Pernambucano,14-3,8,17-18,"10,0280"
Sertão Pernambucano,15-3,8,17-18,"9,1558"
Sertão Pernambucano,16-3,8,17-18,"13,1703"
Fora do Estado,17-3,8,17-18,"17,4373"
Fora do Estado,18-3,8,17-18,"22,3788"
Agreste Pernambucano,21-3,8,17-18,"31,9427"
Agreste Pernambucano,22-3,8,17-18,"37,0126"
Agreste Pernambucano,23-3,8,17-18,"39,0987"
Agreste Pernambucano,24-3,8,17-18,"45,1139"
Mata Pernambucana,25-3,8,17-18,"53,5838"
Metropolitana do Recife,26-3,8,17-18,"62,3816"
Fora do Estado,1-4,8,17-18,"1,2495"
Fora do Estado,2-4,8,17-18,"1,3355"
Fora do Estado,3-4,8,17-18,"2,5749"
Sertão Pernambucano,4-4,8,17-18,"1,9891"
Sertão Pernambucano,5-4,8,17-18,"2,3200"
Sertão Pernambucano,7-4,8,17-18,"2,4410"
São Francisco Pernambucano,8-4,8,17-18,"3,1112"
Sertão Pernambucano,9-4,8,17-18,"2,9825"
Sertão Pernambucano,10-4,8,17-18,"3,2749"
Sertão Pernambucano,11-4,8,17-18,"3,3807"
Sertão Pernambucano,12-4,8,17-18,"6,5461"
Sertão Pernambucano,13-4,8,17-18,"8,1692"
Sertão Pernambucano,14-4,8,17-18,"12,0274"
Sertão Pernambucano,15-4,8,17-18,"13,4521"
Sertão Pernambucano,16-4,8,17-18,"18,9122"
Fora do Estado,17-4,8,17-18,"26,8177"
Fora do Estado,18-4,8,17-18,"35,3459"
Agreste Pernambucano,20-4,8,17-18,"48,1523"
Agreste Pernambucano,21-4,8,17-18,"51,9640"
Agreste Pernambucano,22-4,8,17-18,"55,3105"
Agreste Pernambucano,23-4,8,17-18,"58,7628"
Mata Pernambucana,24-4,8,17-18,"63,3339"
Metropolitana do Recife,25-4,8,17-18,"69,2488"
Fora do Estado,26-4,8,17-18,"77,8534"
Fora do Estado,1-5,8,17-18,"1,0847"
São Francisco Pernambucano,2-5,8,17-18,"1,6928"
São Francisco Pernambucano,3-5,8,17-18,"2,4587"
Sertão Pernambucano,4-5,8,17-18,"2,6733"
São Francisco Pernambucano,5-5,8,17-18,"2,1893"
São Francisco Pernambucano,6-5,8,17-18,"2,4430"
São Francisco Pernambucano,7-5,8,17-18,"2,4277"
São Francisco Pernambucano,8-5,8,17-18,"3,6543"
São Francisco Pernambucano,9-5,8,17-18,"3,0304"
São Francisco Pernambucano,10-5,8,17-18,"3,7917"
São Francisco Pernambucano,11-5,8,17-18,"3,9823"
São Francisco Pernambucano,12-5,8,17-18,"6,4862"
Sertão Pernambucano,13-5,8,17-18,"8,7581"
Sertão Pernambucano,14-5,8,17-18,"13,4097"
Sertão Pernambucano,15-5,8,17-18,"15,7460"
Sertão Pernambucano,16-5,8,17-18,"23,1539"
Sertão Pernambucano,17-5,8,17-18,"29,7402"
Agreste Pernambucano,18-5,8,17-18,"42,1230"
Agreste Pernambucano,20-5,8,17-18,"58,6361"
Agreste Pernambucano,22-5,8,17-18,"68,7400"
Agreste Pernambucano,23-5,8,17-18,"70,9090"
Mata Pernambucana,24-5,8,17-18,"75,0313"
Metropolitana do Recife,25-5,8,17-18,"81,1360"
Fora do Estado,26-5,8,17-18,"77,4683"
São Francisco Pernambucano,1-6,8,17-18,"1,3858"
São Francisco Pernambucano,2-6,8,17-18,"2,8755"
São Francisco Pernambucano,4-6,8,17-18,"2,6703"
São Francisco Pernambucano,5-6,8,17-18,"4,6722"
São Francisco Pernambucano,7-6,8,17-18,"3,2745"
Fora do Estado,8-6,8,17-18,"5,1803"
São Francisco Pernambucano,9-6,8,17-18,"7,5457"
São Francisco Pernambucano,10-6,8,17-18,"6,0522"
São Francisco Pernambucano,11-6,8,17-18,"7,5062"
São Francisco Pernambucano,12-6,8,17-18,"12,4518"
Sertão Pernambucano,14-6,8,17-18,"22,5174"
Sertão Pernambucano,15-6,8,17-18,"23,2231"
Agreste Pernambucano,16-6,8,17-18,"33,2542"
Agreste Pernambucano,17-6,8,17-18,"42,0650"
Agreste Pernambucano,19-6,8,17-18,"69,1168"
Agreste Pernambucano,20-6,8,17-18,"77,7652"
Mata Pernambucana,23-6,8,17-18,"88,3040"
Mata Pernambucana,24-6,8,17-18,"92,3253"
Fora do Estado,26-6,8,17-18,"26,0576"
Fora do Estado,1-7,8,17-18,"1,0176"
São Francisco Pernambucano,3-7,8,17-18,"3,0973"
São Francisco Pernambucano,5-7,8,17-18,"2,3646"
Fora do Estado,6-7,8,17-18,"3,7997"
Fora do Estado,8-7,8,17-18,"6,5256"
Fora do Estado,9-7,8,17-18,"9,0737"
Fora do Estado,10-7,8,17-18,"10,1414"
São Francisco Pernambucano,11-7,8,17-18,"17,6116"
São Francisco Pernambucano,13-7,8,17-18,"20,7532"
Sertão Pernambucano,14-7,8,17-18,"28,6686"
Sertão Pernambucano,15-7,8,17-18,"33,9698"
Agreste Pernambucano,19-7,8,17-18,"79,4579"
Agreste Pernambucano,20-7,8,17-18,"90,0068"
Agreste Pernambucano,21-7,8,17-18,"94,6734"
Mata Pernambucana,23-7,8,17-18,"100,7123"
Fora do Estado,24-7,8,17-18,"104,9052"
Fora do Estado,25-7,8,17-18,"104,3846"
Fora do Estado,1-8,8,17-18,"1,9451"
Fora do Estado,2-8,8,17-18,"2,5670"
São Francisco Pernambucano,3-8,8,17-18,"2,3469"
São Francisco Pernambucano,4-8,8,17-18,"2,9096"
Fora do Estado,5-8,8,17-18,"2,6677"
Fora do Estado,6-8,8,17-18,"3,4845"
Fora do Estado,7-8,8,17-18,"6,1586"
Fora do Estado,8-8,8,17-18,"11,6014"
Fora do Estado,9-8,8,17-18,"17,8324"
Fora do Estado,10-8,8,17-18,"19,2331"
Fora do Estado,11-8,8,17-18,"21,0835"
Fora do Estado,12-8,8,17-18,"33,3133"
Fora do Estado,14-8,8,17-18,"39,4749"
Fora do Estado,15-8,8,17-18,"46,9158"
Agreste Pernambucano,20-8,8,17-18,"105,7028"
Fora do Estado,21-8,8,17-18,"109,6997"
Fora do Estado,23-8,8,17-18,"116,8690"
Fora do Estado,24-8,8,17-18,"118,1633"
Fora do Estado,25-8,8,17-18,"9,4411"
Fora do Estado,26-8,8,17-18,"27,4726"
Fora do Estado,1-9,8,17-18,"8,5842"
Fora do Estado,2-9,8,17-18,"9,5661"
São Francisco Pernambucano,3-9,8,17-18,"2,0225"
Fora do Estado,7-9,8,17-18,"7,6041"
Fora do Estado,8-9,8,17-18,"14,7214"
Fora do Estado,11-9,8,17-18,"24,3395"
Fora do Estado,13-9,8,17-18,"45,8419"
Fora do Estado,14-9,8,17-18,"48,9830"
Fora do Estado,15-9,8,17-18,"54,5423"
Fora do Estado,18-9,8,17-18,"96,9821"
Fora do Estado,19-9,8,17-18,"106,4758"
Fora do Estado,20-9,8,17-18,"117,8900"
Fora do Estado,21-9,8,17-18,"121,6989"
Fora do Estado,23-9,8,17-18,"130,3544"
Fora do Estado,24-9,8,17-18,"115,2078"
Fora do Estado,25-9,8,17-18,"20,5802"
Fora do Estado,26-9,8,17-18,"52,4749"
Fora do Estado,3-1,8,17-18,"1,4839"
Sertão Pernambucano,4-1,8,17-18,"1,7311"
Agreste Pernambucano,20-3,8,17-18,"29,0831"
Fora do Estado,19-2,8,17-18,"13,5233"
Fora do Estado,19-3,8,17-18,"26,9708"
Agreste Pernambucano,19-4,8,17-18,"39,7659"
Agreste Pernambucano,19-5,8,17-18,"52,1465"
São Francisco Pernambucano,4-9,8,17-18,"2,5882"
Fora do Estado,5-9,8,17-18,"3,5552"
Fora do Estado,6-9,8,17-18,"4,8421"
Fora do Estado,9-9,8,17-18,"18,4525"
Fora do Estado,10-9,8,17-18,"23,7366"
Agreste Pernambucano,17-7,8,17-18,"50,9457"
Fora do Estado,16-8,8,17-18,"57,9949"
Fora do Estado,16-9,8,17-18,"68,2547"
Agreste Pernambucano,16-7,8,17-18,"42,7496"
Agreste Pernambucano,19-8,8,17-18,"96,9047"
Agreste Pernambucano,18-8,8,17-18,"85,6539"
Agreste Pernambucano,17-8,8,17-18,"69,4343"
Fora do Estado,17-9,8,17-18,"84,2295"
Agreste Pernambucano,18-6,8,17-18,"57,0792"
Agreste Pernambucano,18-7,8,17-18,"69,3975"
Agreste Pernambucano,21-5,8,17-18,"62,9229"
Agreste Pernambucano,21-6,8,17-18,"85,0710"
Agreste Pernambucano,22-6,8,17-18,"85,1149"
Fora do Estado,22-7,8,17-18,"97,0379"
Fora do Estado,22-8,8,17-18,"109,0550"
Fora do Estado,22-9,8,17-18,"119,8851"
Fora do Estado,2-2,8,17-18,"1,4092"
Fora do Estado,1-3,8,17-18,"1,1110"
Sertão Pernambucano,5-3,8,17-18,"1,8984"
Sertão Pernambucano,6-4,8,17-18,"2,7640"
São Francisco Pernambucano,3-6,8,17-18,"1,7499"
São Francisco Pernambucano,6-6,8,17-18,"2,9302"
São Francisco Pernambucano,13-6,8,17-18,"14,4300"
Mata Pernambucana,25-6,8,17-18,"95,7842"
São Francisco Pernambucano,4-7,8,17-18,"2,6608"
São Francisco Pernambucano,2-7,8,17-18,"1,4444"
Fora do Estado,7-7,8,17-18,"2,7119"
São Francisco Pernambucano,12-7,8,17-18,"25,5540"
Fora do Estado,26-7,8,17-18,"22,6307"
São Francisco Pernambucano,13-8,8,17-18,"36,2154"
Fora do Estado,12-9,8,17-18,"44,1321"
Fora do Estado,1-1,9,17-18,"3,5563"
Fora do Estado,2-1,9,17-18,"3,9998"
Fora do Estado,5-1,9,17-18,"6,8325"
Sertão Pernambucano,6-1,9,17-18,"8,1429"
Fora do Estado,7-1,9,17-18,"9,1574"
Fora do Estado,8-1,9,17-18,"11,2067"
Fora do Estado,9-1,9,17-18,"13,5801"
Fora do Estado,10-1,9,17-18,"15,7799"
Fora do Estado,11-1,9,17-18,"17,8118"
Fora do Estado,12-1,9,17-18,"19,3796"
Fora do Estado,13-1,9,17-18,"18,8675"
Fora do Estado,14-1,9,17-18,"19,0133"
Fora do Estado,15-1,9,17-18,"18,7582"
Sertão Pernambucano,16-1,9,17-18,"19,8262"
Sertão Pernambucano,17-1,9,17-18,"20,8159"
Fora do Estado,18-1,9,17-18,"17,9011"
Fora do Estado,19-1,9,17-18,"15,1738"
Fora do Estado,20-1,9,17-18,"21,3744"
Fora do Estado,21-1,9,17-18,"30,1696"
Fora do Estado,22-1,9,17-18,"42,0687"
Fora do Estado,23-1,9,17-18,"50,7457"
Fora do Estado,24-1,9,17-18,"62,6486"
Fora do Estado,25-1,9,17-18,"72,3209"
Fora do Estado,26-1,9,17-18,"81,5567"
Fora do Estado,1-2,9,17-18,"4,7192"
Sertão Pernambucano,3-2,9,17-18,"6,0114"
Sertão Pernambucano,4-2,9,17-18,"7,6817"
Sertão Pernambucano,5-2,9,17-18,"8,6307"
Sertão Pernambucano,6-2,9,17-18,"10,1498"
Sertão Pernambucano,7-2,9,17-18,"11,3954"
Sertão Pernambucano,8-2,9,17-18,"14,7510"
Fora do Estado,9-2,9,17-18,"17,2182"
Fora do Estado,10-2,9,17-18,"22,0661"
Fora do Estado,11-2,9,17-18,"24,9819"
Fora do Estado,12-2,9,17-18,"27,6972"
Fora do Estado,13-2,9,17-18,"28,7077"
Fora do Estado,14-2,9,17-18,"27,9211"
Sertão Pernambucano,15-2,9,17-18,"27,4131"
Sertão Pernambucano,16-2,9,17-18,"27,3999"
Fora do Estado,17-2,9,17-18,"27,4553"
Fora do Estado,18-2,9,17-18,"25,1330"
Fora do Estado,20-2,9,17-18,"29,2225"
Fora do Estado,21-2,9,17-18,"36,0420"
Fora do Estado,22-2,9,17-18,"50,2324"
Fora do Estado,23-2,9,17-18,"54,4618"
Mata Pernambucana,24-2,9,17-18,"64,9327"
Mata Pernambucana,25-2,9,17-18,"71,5279"
Mata Pernambucana,26-2,9,17-18,"81,5576"
Fora do Estado,2-3,9,17-18,"6,3385"
Fora do Estado,3-3,9,17-18,"7,1045"
Sertão Pernambucano,4-3,9,17-18,"8,6993"
Sertão Pernambucano,6-3,9,17-18,"11,8677"
Sertão Pernambucano,7-3,9,17-18,"13,2439"
Sertão Pernambucano,8-3,9,17-18,"17,1064"
Sertão Pernambucano,9-3,9,17-18,"20,7437"
Sertão Pernambucano,10-3,9,17-18,"26,6340"
Sertão Pernambucano,11-3,9,17-18,"30,3060"
Sertão Pernambucano,12-3,9,17-18,"33,7139"
Sertão Pernambucano,13-3,9,17-18,"34,8999"
Sertão Pernambucano,14-3,9,17-18,"37,3280"
Sertão Pernambucano,15-3,9,17-18,"36,4722"
Sertão Pernambucano,16-3,9,17-18,"38,7281"
Fora do Estado,17-3,9,17-18,"37,3996"
Fora do Estado,18-3,9,17-18,"34,8394"
Agreste Pernambucano,21-3,9,17-18,"43,6260"
Agreste Pernambucano,22-3,9,17-18,"54,6152"
Agreste Pernambucano,23-3,9,17-18,"57,7212"
Agreste Pernambucano,24-3,9,17-18,"65,2822"
Mata Pernambucana,25-3,9,17-18,"71,4561"
Metropolitana do Recife,26-3,9,17-18,"80,9557"
Fora do Estado,1-4,9,17-18,"6,6513"
Fora do Estado,2-4,9,17-18,"7,8840"
Fora do Estado,3-4,9,17-18,"8,7023"
Sertão Pernambucano,4-4,9,17-18,"11,1724"
Sertão Pernambucano,5-4,9,17-18,"12,2660"
Sertão Pernambucano,7-4,9,17-18,"16,4020"
São Francisco Pernambucano,8-4,9,17-18,"22,3886"
Sertão Pernambucano,9-4,9,17-18,"26,3136"
Sertão Pernambucano,10-4,9,17-18,"33,5815"
Sertão Pernambucano,11-4,9,17-18,"38,8182"
Sertão Pernambucano,12-4,9,17-18,"43,5441"
Sertão Pernambucano,13-4,9,17-18,"45,6890"
Sertão Pernambucano,14-4,9,17-18,"50,2460"
Sertão Pernambucano,15-4,9,17-18,"51,0149"
Sertão Pernambucano,16-4,9,17-18,"49,6067"
Fora do Estado,17-4,9,17-18,"50,3086"
Fora do Estado,18-4,9,17-18,"48,9475"
Agreste Pernambucano,20-4,9,17-18,"50,5502"
Agreste Pernambucano,21-4,9,17-18,"54,3475"
Agreste Pernambucano,22-4,9,17-18,"58,9733"
